,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
0,0,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,13,0,0,0,0,4,0,104,0,1,5,0.0,0,60,64,4,40,False,0,1
1,1,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,12,0,0,0,0,5,0,807,0,0,1,0.0,0,314,386,72,40,True,0,1
2,2,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,8,0,0,0,0,6,0,937,0,0,0,0.0,0,79,169,90,40,False,0,1
3,3,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,7,0,0,0,0,7,0,1072,0,2,0,0.0,0,74,193,119,40,True,0,1
4,4,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,17,0,0,0,0,8,0,1314,0,1,3,0.0,0,136,239,103,40,True,0,1
5,5,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,90,0,0,0.0,0.0,2023-10-23T19:00:00Z,0,18,0,0,0,0,9,0,1434,0,0,2,0.0,0,48,146,98,40,False,0,1
6,6,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,5,0,0,0,0,10,0,1558,0,1,1,0.0,0,82,176,94,40,False,0,1
7,7,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,104,0,0,0.0,0.0,2023-11-04T12:30:00Z,0,14,0,0,0,0,11,0,1751,0,1,0,0.0,0,116,201,85,40,True,0,1
8,8,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,2,0,0,0,0,12,0,1791,0,1,3,0.0,0,21,101,80,40,False,0,1
9,9,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,124,0,0,0.0,0.0,2023-11-27T20:00:00Z,0,20,0,0,0,0,13,0,1968,0,2,3,0.0,0,77,182,105,40,True,0,1
10,10,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,11,0,0,0,0,14,0,2010,0,3,4,0.0,0,21,137,116,40,False,0,1
11,11,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,16,0,0,0,0,15,0,2062,0,0,5,0.0,0,18,103,85,40,True,0,1
12,12,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,155,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,19,0,0,0,0,16,0,2162,0,0,5,0.0,0,55,138,83,40,True,0,1
13,13,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,15,0,0,0,0,17,0,2335,0,0,3,0.0,0,84,188,104,40,False,0,1
14,14,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,173,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,6,0,0,0,0,18,0,2462,0,2,0,0.0,0,34,120,86,40,True,0,1
15,15,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,182,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,3,0,0,0,0,19,0,2509,0,0,3,0.0,0,43,111,68,40,False,0,1
16,16,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,197,0,0,0.0,0.0,2023-12-30T17:30:00Z,0,16,0,0,0,0,20,0,13052,0,1,2,0.0,0,-108,0,108,40,False,0,1
17,17,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,188,0,0,0.0,0.0,2023-12-26T20:00:00Z,0,2,0,0,0,0,19,0,13160,0,2,3,0.0,0,-91,0,91,40,True,0,1
18,18,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,179,0,0,0.0,0.0,2023-12-23T12:30:00Z,0,19,0,0,0,0,18,0,13238,0,0,2,0.0,0,-112,0,112,40,False,0,1
19,19,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,166,0,0,0.0,0.0,2023-12-17T16:30:00Z,0,11,0,0,0,0,17,0,13346,0,0,0,0.0,0,-196,0,196,40,False,0,1
20,20,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,157,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,3,0,0,0,0,16,0,13557,0,3,0,0.0,0,-124,0,124,40,True,0,1
